reporter_iso,reporter_name,partner_iso,partner_name,section_code,section_name,imp_rank_seccode_5yr,imp_rank_seccode_5yr,imp_sum_seccode_5yr,exp_sum_seccode_5yr
usa,USA,rus,Russian Federation,05,Mineral products,5,25,49945613515,119799219
usa,USA,rus,Russian Federation,06,Product of the chemicals or allied industries,2,15,8679799066,3037408794
usa,USA,rus,Russian Federation,15,Base metals and articles of base metal,3,16,17575348112,783938434
usa,USA,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",4,9,8123257872,186835254
usa,USA,rus,Russian Federation,01,Live animals and animal products,4,29,3030887201,99624268
usa,USA,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",7,11,1697546704,7359722252
usa,USA,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",1,14,541443232,2063510
usa,USA,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",11,25,802883595,14408262
usa,USA,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",3,11,1081246609,3362169802
usa,USA,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",7,12,1230560848,1218409303
usa,USA,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",19,17,297756633,708251104
usa,USA,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",2,2,515176839,88602336
usa,USA,rus,Russian Federation,02,Vegetable products,43,39,221533502,213851420
usa,USA,rus,Russian Federation,11,Textile and textile articles,13,27,52953584,209372860
usa,USA,rus,Russian Federation,20,Miscellaneous manufactured articles,5,12,110150559,386356594
usa,USA,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",54,12,39130308,263198124
usa,USA,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",3,31,17510346,19861551
usa,USA,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",5,4,252166267,2255019755
usa,USA,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",31,16,41250589,123778771
usa,USA,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",29,32,2290444,9183693
usa,USA,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,60,19,1565960,18890549
usa,USA,rus,Russian Federation,99,NA,8,1,1302264631,7129913356
uga,Uganda,rus,Russian Federation,02,Vegetable products,37,69,268707341,25135803
uga,Uganda,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",48,58,38818921,8863660
uga,Uganda,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",58,110,34716978,40
uga,Uganda,rus,Russian Federation,06,Product of the chemicals or allied industries,104,113,25105772,0
uga,Uganda,rus,Russian Federation,15,Base metals and articles of base metal,92,91,25559121,63934
uga,Uganda,rus,Russian Federation,05,Mineral products,123,85,885964,78102
uga,Uganda,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",115,91,997413,403140
uga,Uganda,rus,Russian Federation,20,Miscellaneous manufactured articles,99,102,65201,910
uga,Uganda,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",125,105,118943,194072
uga,Uganda,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",109,98,131481,3788
uga,Uganda,rus,Russian Federation,11,Textile and textile articles,89,114,144739,1181
uga,Uganda,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",124,103,7427,0
uga,Uganda,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",112,102,772,0
uga,Uganda,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",117,104,292,0
ukr,Ukraine,rus,Russian Federation,05,Mineral products,17,6,16824572187,916976526
ukr,Ukraine,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",3,18,3288068778,3551807345
ukr,Ukraine,rus,Russian Federation,06,Product of the chemicals or allied industries,7,11,3939555718,3439189352
ukr,Ukraine,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",6,16,1802949612,956947080
ukr,Ukraine,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",4,20,793744610,1062263470
ukr,Ukraine,rus,Russian Federation,15,Base metals and articles of base metal,17,4,2882652844,4641746625
ukr,Ukraine,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",3,7,568852055,440107464
ukr,Ukraine,rus,Russian Federation,20,Miscellaneous manufactured articles,4,17,149376863,244766731
ukr,Ukraine,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",5,5,924211912,867225734
ukr,Ukraine,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",33,31,134372283,357259327
ukr,Ukraine,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",31,8,172672188,117202246
ukr,Ukraine,rus,Russian Federation,99,NA,22,28,79926463,21738135
ukr,Ukraine,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",9,29,103092020,134014097
ukr,Ukraine,rus,Russian Federation,02,Vegetable products,73,70,66609495,22684559
ukr,Ukraine,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",13,35,12439222,6627779
ukr,Ukraine,rus,Russian Federation,11,Textile and textile articles,3,25,207002965,244306514
ukr,Ukraine,rus,Russian Federation,01,Live animals and animal products,72,50,1569650,16303763
ukr,Ukraine,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,41,16,9444994,24081105
ukr,Ukraine,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",6,19,9054553,73482785
ukr,Ukraine,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",39,38,3973798,905826
ukr,Ukraine,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",63,64,12608,4674
are,United Arab Emirates,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",5,5,5240395804,300266811
are,United Arab Emirates,rus,Russian Federation,15,Base metals and articles of base metal,36,45,1179754675,92814679
are,United Arab Emirates,rus,Russian Federation,02,Vegetable products,16,42,691275507,158882200
are,United Arab Emirates,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",15,52,295196350,19677987
are,United Arab Emirates,rus,Russian Federation,05,Mineral products,69,59,453172811,2927234
are,United Arab Emirates,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",47,38,67131159,2490565
are,United Arab Emirates,rus,Russian Federation,06,Product of the chemicals or allied industries,71,48,135459014,73040390
are,United Arab Emirates,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",9,34,612330179,268486508
are,United Arab Emirates,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",34,54,191908669,119133589
are,United Arab Emirates,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",37,56,85661932,1609082
are,United Arab Emirates,rus,Russian Federation,01,Live animals and animal products,32,72,54146382,974872
are,United Arab Emirates,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",33,36,32273837,23975950
are,United Arab Emirates,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",12,62,49833587,2884253
are,United Arab Emirates,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,38,72,14167190,6475
are,United Arab Emirates,rus,Russian Federation,20,Miscellaneous manufactured articles,37,55,14337043,3068234
are,United Arab Emirates,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",52,35,53035152,188739692
are,United Arab Emirates,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",1,41,518491919,99249
are,United Arab Emirates,rus,Russian Federation,11,Textile and textile articles,22,63,25593093,8747311
are,United Arab Emirates,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",43,62,579608,153559
